"DISPATCH UNITS",LOCATION,TYPE,ADDRESS,CITY,"CREATE DATE"
E47,"435 GRANT CT, GILROY, CA, 95020",MEDICF,"435 GRANT CT",Gilroy,"2025-10-27 23:50"
E47,,MEDICF,"1180 THIRD ST",Gilroy,"2025-04-23 11:49"
E47,,MEDICF,"7000 MONTEREY ST",Gilroy,"2025-06-09 12:17"
"E47, E49, RM49","555 MAYOCK RD, GILROY, CA, 95020",LOCK,"555 MAYOCK RD",Gilroy,"2025-04-08 15:45"
E650,,1033GF,"7141 HAKKAN DR",Gilroy,"2024-09-06 04:14"
E48,,TESTF,"THIRD ST/WREN AV",Gilroy,"2025-01-06 09:01"
E48,,1181F,"CAMINO ARROYO/E SIXTH ST",Gilroy,"2024-09-17 19:54"
E49,,MEDICF,"1000 FIRST ST",Gilroy,"2024-09-30 09:34"
E650,"7289 CARMEL ST, GILROY, CA, 95020",MEDICF,"7289 CARMEL ST",Gilroy,"2024-09-30 09:18"
E49,,MEDICF,"850 DAY RD",Gilroy,"2024-08-10 09:11"
E49,"1722 TARRAGON DR, GILROY, CA, 95020",MEDICF,"1722 TARRAGON DR",Gilroy,"2024-09-30 10:04"
E48,"8101 KELTON DR, GILROY, CA, 95020",MEDICF,"8101 KELTON DR",Gilroy,"2025-01-16 15:09"
E49,"9754 GOLDEN SKY WAY, GILROY, CA, 95020",MEDICF,"9754 GOLDEN SKY WY",Gilroy,"2025-04-03 21:37"
E48,"401 WELBURN AVE, GILROY, CA, 95020",MEDICF,"401 WELBURN AV",Gilroy,"2024-09-17 20:51"
,"6110 MONTEREY RD, GILROY, CA, 95020",5150,"6110 MONTEREY RD",Gilroy,"2024-09-30 09:51"
E69,"2561 GRASSLAND WAY, GILROY, CA, 95020",MEDICF,"2561 GRASSLAND WY",Gilroy,"2026-03-01 16:02"
E650,"6770 GARDEN CT, GILROY, CA, 95020",MEDICF,"6770 GARDEN CT",Gilroy,"2024-08-10 09:34"
E47,,MEDICF,"850 PACHECO PASS HY",Gilroy,"2025-04-14 15:03"
E47,"1319 W LUCHESSA AVE, GILROY, CA, 95020",PSLIFT,"1319 W LUCHESSA AV",Gilroy,"2025-11-24 00:39"
E48,,MEDICF,"11 FIRST ST",Gilroy,"2024-08-10 09:38"
E47,"6685 PRINCEVALLE ST, GILROY, CA, 95020",MEDICF,"6685 PRINCEVALLE ST",Gilroy,"2026-02-17 21:30"
"E48, E49","1056 HACIENDA DR, GILROY, CA, 95020",MEDICF,"1056 HACIENDA DR",Gilroy,"2024-10-16 10:37"
E47,"6500 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6500 MONTEREY RD",Gilroy,"2025-03-23 12:22"
E48,,ILLBURF,"8505 MURRAY AV",Gilroy,"2025-11-28 23:23"
E47,,MEDICF,"347 FOURTH ST",Gilroy,"2024-08-23 22:45"
E48,"7510 KENTWOOD CT, GILROY, CA, 95020",MEDICF,"7510 KENTWOOD CT",Gilroy,"2026-05-11 02:02"
E47,,MUTAIDO,"390 OAK VALLEY PKWY, BEAUMONT",,"2024-09-10 10:53"
E48,"8425 SAN YSIDRO AVE, GILROY, CA, 95020",MEDICF,"8425 SAN YSIDRO AV",Gilroy,"2024-10-09 01:30"
E47,"7170 CHURCH ST, GILROY, CA, 95020",ILLBURF,"7170 CHURCH ST",Gilroy,"2024-08-23 21:23"
E48,"9035 CHURCH ST, GILROY, CA, 95020",1033GF,"9035 CHURCH ST",Gilroy,"2025-12-23 23:01"
E48,"852 WELBURN AVE, GILROY, CA, 95020",MEDICF,"852 WELBURN AV",Gilroy,"2025-07-01 02:16"
E47,,AUTOAM,"HWY 101/SARGENT",,"2025-02-06 08:47"
T47,,MEDICF,"100 FOURTH ST",Gilroy,"2025-01-16 15:47"
E47,"6110 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6110 MONTEREY RD",Gilroy,"2024-09-30 10:44"
E49,"9365 MONTEREY RD, GILROY, CA, 95020",MEDICF,"9365 MONTEREY RD",Gilroy,"2024-09-17 23:39"
E49,"9115 TEA TREE WAY, GILROY, CA, 95020",MEDICF,"9115 TEA TREE WY",Gilroy,"2026-05-11 01:51"
E48,,FIREHF,"MURRAY AV/TOMKINS CT",Gilroy,"2024-09-30 12:13"
E48,"8292 MURRAY AVE, GILROY, CA, 95020",FIREF,"8292 MURRAY AV",Gilroy,"2024-08-24 00:20"
E48,,MEDICF,"975 FIRST ST",Gilroy,"2025-05-16 19:11"
E49,,1033GF,"200 E TENTH ST",Gilroy,"2024-09-18 00:18"
"E47, E48","7520 ARROYO CIR, GILROY, CA, 95020",MEDICF,"7520 ARROYO CI",Gilroy,"2025-01-06 10:16"
E50,,MEDICF,"6951 MONTEREY RD",Gilroy,"2024-09-18 03:12"
E49,"861 MONTICELLI DR, GILROY, CA, 95020",MEDICF,"861 MONTICELLI DR",Gilroy,"2024-08-10 17:54"
E50,,AUTOA,"SOUTHBOUND 101/SARGENT","Santa Clara County","2024-09-18 04:46"
"E47, E48","450 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"450 LEAVESLEY RD",Gilroy,"2025-03-23 12:57"
E48,,MEDICF,"CHURCH ST/FIRST ST",Gilroy,"2024-08-24 01:30"
E48,,MEDICF,"905 FIRST ST",Gilroy,"2026-02-19 21:32"
E147,"6500 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6500 MONTEREY RD",Gilroy,"2024-11-08 08:36"
"B47, E49",,AUTOAVA,"MONTEREY RD/RUCKER AV","Santa Clara County","2024-11-08 09:04"
E47,,MEDICF,"7421 MONTEREY ST",Gilroy,"2024-09-22 19:52"
E49,"641 LEAVESLEY RD, GILROY, CA, 95020",1180F,"641 LEAVESLEY RD",Gilroy,"2024-08-24 02:30"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2024-12-21 08:44"
E49,"1223 WELBURN AVE, GILROY, CA, 95020",PS,"1223 WELBURN AV",Gilroy,"2025-04-14 15:57"
E47,,VEGF,"ROGERS LN/E SIXTH ST",Gilroy,"2025-12-08 22:36"
E48,,AUTOAVA,"HWY 25/US HWY 101","Santa Clara County","2024-08-24 02:44"
E47,,AUTOAVA,"FRAZIER LAKE RD/BLOOMFIELD AV","Santa Clara County","2024-08-24 04:30"
E69,"2500 APPLE TREE WAY, GILROY, CA, 95020",MEDICF,"2500 APPLE TREE WY",Gilroy,"2025-01-27 05:53"
E49,"9900 BOBCAT CT, GILROY, CA, 95020",MEDICF,"9900 BOBCAT CT",Gilroy,"2024-09-18 03:55"
E47,,1180F,"PRINCEVALLE ST/W SIXTH ST",Gilroy,"2024-08-24 02:31"
E49,"459 MADISON CT, GILROY, CA, 95020",MEDICF,"459 MADISON CT",Gilroy,"2024-08-10 17:06"
E47,,MEDICF,"480 W EIGHTH ST",Gilroy,"2024-10-29 11:44"
,"459 MADISON CT, GILROY, CA, 95020",MEDIC,"459 MADISON CT",Gilroy,"2024-08-10 17:06"
E650,"7721 OREGANO WAY, GILROY, CA, 95020",MEDICF,"7721 OREGANO WY",Gilroy,"2024-08-10 16:56"
"E650, E47",,VEHF,"7000 UVAS PARK DR",Gilroy,"2024-10-15 13:54"
"E650, E47, E49",,MEDICF,"935 THIRD ST",Gilroy,"2024-10-29 10:40"
E47,"7340 CARMEL ST, GILROY, CA, 95020",MEDICF,"7340 CARMEL ST",Gilroy,"2024-08-10 18:52"
E49,,1181F,"SAN YSIDRO AV/LEAVESLEY RD",Gilroy,"2024-08-10 17:41"
E49,,1181,"SAN YSIDRO AV/LEAVESLEY RD",Gilroy,"2024-08-10 17:41"
"E47, B49",,AUTOAVA,"PACHECO PASS HY/BLOOMFIELD AV","Santa Clara County","2024-11-27 18:06"
E47,"7998 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7998 MONTEREY ST",Gilroy,"2025-11-01 01:01"
E650,,SMOKE,"HERSMAN DR/SANTA BARBARA DR",Gilroy,"2024-07-28 16:37"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2025-12-16 22:20"
E47,,MEDICF,"162 W TENTH ST",Gilroy,"2024-08-24 08:48"
E35,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2024-07-27 21:04"
"E47, E48","8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-01-06 12:46"
E48,"8300 KERN AVE, GILROY, CA, 95020",MEDICF,"8300 KERN AV",Gilroy,"2025-05-02 09:19"
"E49, E48","379 TOMKINS CT, GILROY, CA, 95020",MEDICF,"379 TOMKINS CT",Gilroy,"2025-01-06 12:37"
E48,"370 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"370 LEAVESLEY RD",Gilroy,"2024-08-10 20:15"
E48,"7660 ROSANNA ST, GILROY, CA, 95020",MEDICF,"7660 ROSANNA ST",Gilroy,"2024-11-27 18:29"
E48,"390 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"390 LEAVESLEY RD",Gilroy,"2024-07-28 17:30"
"E48, E2614","600 W EIGHTH ST, GILROY, CA, 95020",MEDICF,"600 W EIGHTH ST",Gilroy,"2024-10-17 11:20"
E47,,FIREHF,"EIGLEBERRY ST/FOURTH ST",Gilroy,"2024-11-17 00:31"
"E47, E2614","935 BROOK WAY, GILROY, CA, 95020",MEDICF,"935 BROOK WY",Gilroy,"2024-11-17 01:49"
"E48, E49","8471 WAYLAND LN, GILROY, CA, 95020",PSLIFT,"8471 WAYLAND LN",Gilroy,"2024-11-17 02:19"
E48,"7680 SANTA THERESA DR, GILROY, CA, 95020",MEDICF,"7680 SANTA THERESA DR",Gilroy,"2024-11-17 01:52"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2024-11-17 00:45"
"E47, E2614","5522 MESA RD, GILROY, CA, 95020",MEDICF,"5522 MESA RD",Gilroy,"2024-11-17 12:54"
E47,,1033SD,"6351 CAMERON BL",Gilroy,"2024-11-18 09:19"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2024-11-17 22:45"
E48,,FIREF,"HOLLOWAY RD/CAMINO ARROYO",Gilroy,"2024-11-17 13:09"
E49,,MEDICF,"905 FIRST ST",Gilroy,"2024-11-17 12:37"
E47,,AUTOAVA,"US HWY 101/MASTEN AV ON 101N RP","Santa Clara County","2024-11-17 18:43"
E48,"8017 WAYLAND LN, GILROY, CA, 95020",MEDICF,"8017 WAYLAND LN",Gilroy,"2024-11-17 19:05"
E48,"1136 HACIENDA DR, GILROY, CA, 95020",MEDICF,"1136 HACIENDA DR",Gilroy,"2024-11-18 05:36"
"E2614, E47",,MEDICF,"766 FIRST ST",Gilroy,"2024-11-18 12:15"
"B48, E47",,FIREHF,"AUTOMALL PARKWAY ON 101S RP/US HWY 101",Gilroy,"2024-11-17 13:50"
E49,,MEDICF,"8431 DELTA DR",Gilroy,"2024-11-18 00:37"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2024-11-18 04:31"
"E48, E49","395 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"395 LEAVESLEY RD",Gilroy,"2024-11-18 09:56"
E49,"911 SIENA DR, GILROY, CA, 95020",1033GF,"911 SIENA DR",Gilroy,"2024-11-17 17:33"
E47,,AUTOAM,"210 BLOOMFIELD AV","Santa Clara County","2024-11-18 01:56"
"E49, E2614",,SMOKE,"SANTA TERESA BL/THIRD ST",Gilroy,"2024-11-17 17:16"
"E49, E48",,MEDICF,"797 FIRST ST",Gilroy,"2024-11-17 11:43"
E49,"1450 WELBURN AVE, GILROY, CA, 95020",MEDICF,"1450 WELBURN AV",Gilroy,"2024-11-17 14:26"
E48,"203 LOUPE CT, GILROY, CA, 95020",MEDICF,"203 LOUPE CT",Gilroy,"2024-11-17 16:26"
"E49, E2614","7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2024-11-17 06:40"
E48,"293 LOUPE CT, GILROY, CA, 95020",MEDICF,"293 LOUPE CT",Gilroy,"2024-11-18 03:29"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2024-11-18 12:12"
E48,"203 LOUPE CT, GILROY, CA, 95020",MEDICF,"203 LOUPE CT",Gilroy,"2024-11-17 16:41"
E69,"2370 SUNFLOWER CIR, GILROY, CA, 95020",MEDICF,"2370 SUNFLOWER CI",Gilroy,"2024-11-17 14:18"
E47,"5921 WINGED FOOT DR, GILROY, CA, 95020",MEDICF,"5921 WINGED FOOT DR",Gilroy,"2024-12-21 10:16"
E48,"7590 WREN AVE, GILROY, CA, 95020",MEDICF,"7590 WREN AV",Gilroy,"2024-12-21 09:50"
E48,,1033CM,"231 W EIGHTH ST",Gilroy,"2025-01-31 19:41"
E48,"8101 KELTON DR, GILROY, CA, 95020",MEDICF,"8101 KELTON DR",Gilroy,"2024-11-18 13:09"
E47,,MEDICF,"393 E TENTH ST",Gilroy,"2024-11-18 13:55"
E47,,AUTOAM,"4335 SHELDON AV","Santa Clara County","2025-04-03 22:43"
E48,,MEDICF,"1425 FIRST ST",Gilroy,"2025-03-23 13:23"
E650,"976 ALTA OAK WAY, GILROY, CA, 95020",MEDICF,"976 ALTA OAK WY",Gilroy,"2024-09-18 06:51"
E47,,MEDICF,"6951 MONTEREY RD",Gilroy,"2024-07-28 16:22"
E49,"8944 ACORN WAY, GILROY, CA, 95020",MEDICF,"8944 ACORN WY",Gilroy,"2025-01-27 06:31"
E50,"7070 CHESTNUT ST, GILROY, CA, 95020",AAF,"7070 CHESTNUT ST",Gilroy,"2024-09-18 06:06"
E48,,MEDICF,"LEAVESLEY RD/FOREST ST",Gilroy,"2024-09-30 14:58"
E47,,MEDICF,"7526 MONTEREY ST",Gilroy,"2024-10-17 11:47"
"E48, E49","7236 CARR PL, GILROY, CA, 95020",MEDICF,"7236 CARR PL",Gilroy,"2024-10-17 11:12"
E49,"1487 FINCH LN, GILROY, CA, 95020",MEDICF,"1487 FINCH LN",Gilroy,"2024-07-13 17:52"
E47,,1181F,"GHIRLANDA CT/CHESTNUT ST",Gilroy,"2024-07-14 21:31"
E47,,MEDICF,"5870 MONTEREY RD",Gilroy,"2024-08-24 12:14"
E47,"394 WALNUT LN, GILROY, CA, 95020",MEDICF,"394 WALNUT LN",Gilroy,"2024-07-27 23:52"
RM49,,MEDICF,"KELTON DR/VIOLET WY",Gilroy,"2024-08-10 22:54"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2026-02-03 22:28"
E49,"267 CARLYLE CT, GILROY, CA, 95020",MEDICF,"267 CARLYLE CT",Gilroy,"2024-08-24 12:48"
"E48, E47","935 BROOK WAY, GILROY, CA, 95020",PSLIFT,"935 BROOK WY",Gilroy,"2024-12-21 10:57"
E49,,MEDICF,"PADOVA ST/FESTA AGLIO DR",Gilroy,"2024-08-10 23:17"
E49,"150 LEAVESLEY RD, GILROY, CA, 95020",1033GF,"150 LEAVESLEY RD",Gilroy,"2024-09-30 15:21"
E49,"1655 VALLEY OAKS DR, GILROY, CA, 95020",PS,"1655 VALLEY OAKS DR",Gilroy,"2024-09-30 15:31"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2024-07-13 19:27"
E48,"8800 LILLY AVE, GILROY, CA, 95020",MEDICF,"8800 LILLY AV",Gilroy,"2025-05-29 19:55"
"E47, E48","6498 BARRON PL, GILROY, CA, 95020",1054F,"6498 BARRON PL",Gilroy,"2025-04-14 16:40"
"E650, E48",,MEDICF,"935 THIRD ST",Gilroy,"2024-10-29 14:52"
E47,"1530 CIELO VISTA LN, GILROY, CA, 95020",PS,"1530 CIELO VISTA LN",Gilroy,"2024-08-10 23:27"
E47,,AUTOAVA,"BOLSA RD/HWY 25","Santa Clara County","2024-09-30 15:47"
E49,"1525 MARGARETA PL, GILROY, CA, 95020",MEDICF,"1525 MARGARETA PL",Gilroy,"2024-08-24 11:28"
E48,"7651 PRINCEVALLE ST, GILROY, CA, 95020",GASIF,"7651 PRINCEVALLE ST",Gilroy,"2024-08-24 11:26"
E47,,MEDICF,"7397 MONTEREY ST",Gilroy,"2024-10-26 22:43"
"E47, E650",,MEDICF,"159 FIFTH ST",Gilroy,"2024-10-27 04:05"
E50,"655 JOHNSON WAY, GILROY, CA, 95020",MEDICF,"655 JOHNSON WY",Gilroy,"2024-09-18 07:52"
"E49, E48, E47","5920 TRAVEL PARK CIR, GILROY, CA, 95020",MEDICF,"5920 TRAVEL PARK CI",Gilroy,"2025-05-29 20:19"
E48,"7931 MILLER AVE, GILROY, CA, 95020",MEDICF,"7931 MILLER AV",Gilroy,"2024-08-10 22:19"
E47,"7757 GHIRLANDA CT, GILROY, CA, 95020",MEDICF,"7757 GHIRLANDA CT",Gilroy,"2024-08-11 01:15"
"RM49, E48","6930 GLENVIEW DR, GILROY, CA, 95020",PSLOCK,"6930 GLENVIEW DR",Gilroy,"2025-01-16 18:09"
E49,,SMOKE,"SANTA TERESA BL/THIRD ST",Gilroy,"2024-09-06 09:49"
"E147, B47",,AUTOAVA,"HWY 25/BOLSA RD","Santa Clara County","2024-11-08 09:58"
E650,"7050 MILLER AVE, GILROY, CA, 95020",SMOKE,"7050 MILLER AV",Gilroy,"2024-10-27 08:44"
E47,,MEDICF,"651 W SIXTH ST",Gilroy,"2024-10-27 11:31"
E49,"1010 SAN MIGUEL ST, GILROY, CA, 95020",MEDICF,"1010 SAN MIGUEL ST",Gilroy,"2024-10-29 14:53"
E650,,1180F,"WREN AV/W SIXTH ST",Gilroy,"2024-08-10 22:36"
E47,"7230 DOWDY ST, GILROY, CA, 95020",MEDICF,"7230 DOWDY ST",Gilroy,"2024-09-30 16:17"
B49,"7070 CHESTNUT ST, GILROY, CA, 95020",TESTF,"7070 CHESTNUT ST",Gilroy,"2024-09-18 08:04"
T47,,MEDICF,"500 W TENTH ST",Gilroy,"2025-01-27 07:34"
E48,,MEDICF,"1055 MONTE BELLO DR",Gilroy,"2024-11-18 14:53"
E48,,MEDICF,"985 MONTE BELLO DR",Gilroy,"2024-09-18 08:21"
E49,"11 COHANSEY AVE, GILROY, CA, 95020",MEDICF,"11 COHANSEY AV",Gilroy,"2025-11-25 00:43"
E47,"7025 VALLEY FORGE DR, GILROY, CA, 95020",MEDICF,"7025 VALLEY FORGE DR",Gilroy,"2024-08-24 14:27"
E49,,PSLIFT,"1055 MONTE BELLO DR",Gilroy,"2024-09-06 10:03"
"E2614, B47, B67, E169, E168, E48, E49, E47, B69","8800 LILLY AVE, GILROY, CA, 95020",GASIF,"8800 LILLY AV",Gilroy,"2024-11-18 15:46"
E47,"6990 AUTOMALL PKWY, GILROY, CA, 95020",MEDICF,"6990 AUTOMALL PARKWAY",Gilroy,"2024-08-24 16:38"
E49,"9365 MONTEREY RD, GILROY, CA, 95020",MEDICF,"9365 MONTEREY RD",Gilroy,"2024-09-18 09:09"
E47,"5880 MONTEREY RD, GILROY, CA, 95020",MEDICF,"5880 MONTEREY RD",Gilroy,"2025-03-23 14:15"
E49,,MEDICF,"832 FILLIPELLI DR",Gilroy,"2024-08-24 16:56"
E48,"8471 WAYLAND LN, GILROY, CA, 95020",MEDICF,"8471 WAYLAND LN",Gilroy,"2024-11-27 18:58"
E48,"7891 WESTWOOD DR, GILROY, CA, 95020",MEDICF,"7891 WESTWOOD DR",Gilroy,"2025-01-16 18:44"
E47,"370 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"370 LEAVESLEY RD",Gilroy,"2024-10-29 17:38"
E650,,AUTOA,"450 LENA AV","Santa Clara County","2024-09-06 11:05"
E48,"8337 KELTON DR, GILROY, CA, 95020",MEDICF,"8337 KELTON DR",Gilroy,"2024-10-29 16:57"
E650,"7487 ROGERS LN, GILROY, CA, 95020",SMOKE,"7487 ROGERS LN",Gilroy,"2024-10-29 18:01"
E48,"8430 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8430 MURRAY AV",Gilroy,"2024-08-24 15:33"
E47,,MEDICF,"200 E TENTH ST",Gilroy,"2024-09-30 18:58"
E49,"776 LAWRENCE DR, GILROY, CA, 95020",1056AF,"776 LAWRENCE DR",Gilroy,"2024-12-15 20:11"
E50,"750 W TENTH ST, GILROY, CA, 95020",5150TR,"750 W TENTH ST",Gilroy,"2024-09-18 11:09"
E48,"495 TAFT CT, GILROY, CA, 95020",MEDICF,"495 TAFT CT",Gilroy,"2024-08-11 09:26"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2025-04-29 16:56"
"E650, E49","7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2024-10-29 18:18"
"E47, RM49","6445 RIVERVIEW CIR, GILROY, CA, 95020",MEDICF,"6445 RIVERVIEW CI",Gilroy,"2024-11-27 19:11"
E49,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-04-29 10:42"
E49,,ELECTSF,"343 E TENTH ST",Gilroy,"2024-08-11 09:12"
E147,,MEDICF,"5878 GARLIC FARMS DR",Gilroy,"2024-11-08 10:50"
E48,"1170 PETERSON DR, GILROY, CA, 95020",MEDICF,"1170 PETERSON DR",Gilroy,"2024-08-24 17:59"
E49,"777 LAWRENCE DR, GILROY, CA, 95020",PSLIFT,"777 LAWRENCE DR",Gilroy,"2024-09-06 11:26"
"E48, E2614","7150 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7150 CAMINO ARROYO",Gilroy,"2024-11-08 10:16"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-02-09 09:04"
E48,"7580 SANTA PAULA DR, GILROY, CA, 95020",MEDICF,"7580 SANTA PAULA DR",Gilroy,"2024-08-11 11:27"
E49,"379 TOMKINS CT, GILROY, CA, 95020",MEDICF,"379 TOMKINS CT",Gilroy,"2024-10-16 11:28"
E47,"7025 VALLEY FORGE DR, GILROY, CA, 95020",MEDICF,"7025 VALLEY FORGE DR",Gilroy,"2024-12-15 23:20"
E47,,1033SD,"7701 HANNA ST",Gilroy,"2024-12-16 16:39"
E49,"9389 MONTEREY RD, GILROY, CA, 95020",MEDICF,"9389 MONTEREY RD",Gilroy,"2024-12-15 23:53"
E47,"6750 ROSANNA ST, GILROY, CA, 95020",MEDICF,"6750 ROSANNA ST",Gilroy,"2024-12-16 17:07"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2025-01-27 08:22"
"E47, E49, B48, B68, E68, E69","32 ERVIN CT, GILROY, CA, 95020",GASIF,"32 ERVIN CT",Gilroy,"2026-02-27 12:14"
E48,"7952 WESTWOOD DR, GILROY, CA, 95020",1033SD,"7952 WESTWOOD DR",Gilroy,"2024-08-11 11:51"
E47,"6500 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6500 MONTEREY RD",Gilroy,"2024-12-16 01:18"
E49,,AUTOAVA,"NEW AV/ROOP RD","Santa Clara County","2024-12-16 17:40"
E48,"7660 SANTA THERESA DR, GILROY, CA, 95020",PS,"7660 SANTA THERESA DR",Gilroy,"2024-12-16 12:15"
E47,,PSLIFT,"651 W SIXTH ST",Gilroy,"2024-12-16 12:09"
"E48, B49, E49, E69, B69, B48, E47",,1033GF,"651 W SIXTH ST",Gilroy,"2024-12-16 07:36"
E48,"767 EL CERRITO WAY, GILROY, CA, 95020",MEDICF,"767 EL CERRITO WY",Gilroy,"2024-12-16 02:44"
E47,"6701 CAMINO ARROYO, GILROY, CA, 95020",VEGF,"6701 CAMINO ARROYO",Gilroy,"2024-09-30 19:30"
E48,,MEDICF,"777 FIRST ST",Gilroy,"2025-12-18 23:50"
E48,,MEDICF,"400 LEAVESLEY RD",Gilroy,"2024-12-21 13:24"
"E48, E47",,AUTOAL,"3770 LEAVESLEY RD","Santa Clara County","2024-10-09 10:11"
E47,,1033WF,"1350 PACHECO PASS HY",Gilroy,"2024-10-09 09:46"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2024-10-29 22:11"
E47,,MEDICF,"550 E EIGHTH ST",Gilroy,"2024-08-11 14:51"
E49,,MOVE,"8383 WREN AV",Gilroy,"2024-08-11 15:00"
E47,"8300 ARROYO CIR, GILROY, CA, 95020",MEDICF,"8300 ARROYO CI",Gilroy,"2024-12-21 14:40"
E49,"851 GREYSTONE CT, GILROY, CA, 95020",PSLIFT,"851 GREYSTONE CT",Gilroy,"2025-03-23 14:52"
E48,,AUTOAVA,"NB 101/SARGENT",Gilroy,"2024-08-11 16:55"
E47,"5402 MESA RD, GILROY, CA, 95020",MEDICF,"5402 MESA RD",Gilroy,"2024-08-11 15:23"
E47,"7110 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7110 CAMINO ARROYO",Gilroy,"2024-09-06 12:28"
"E650, E48","6500 MONTEREY RD, GILROY, CA, 95020",1033GF,"6500 MONTEREY RD",Gilroy,"2024-10-09 10:12"
E49,,MEDICF,"7301 HANNA ST",Gilroy,"2024-08-11 16:58"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2024-12-21 14:24"
E47,,ELRES,"200 E TENTH ST",Gilroy,"2024-07-23 21:10"
E650,,MEDICF,"200 E TENTH ST",Gilroy,"2024-08-11 14:59"
E49,"101 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"101 LEAVESLEY RD",Gilroy,"2025-02-07 14:45"
E49,,AUTOA,"10420 NEW AV","Santa Clara County","2025-01-16 19:20"
E47,"7245 TRENTON PL, GILROY, CA, 95020",MEDICF,"7245 TRENTON PL",Gilroy,"2024-08-11 18:59"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2024-08-30 07:33"
E48,,GASOF,"SWANSTON LN/LEAVESLEY RD",Gilroy,"2024-09-04 13:06"
E48,"8195 WESTWOOD DR, GILROY, CA, 95020",MEDICF,"8195 WESTWOOD DR",Gilroy,"2024-08-30 09:09"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2024-08-11 16:03"
E47,"8325 ARROYO CIR, GILROY, CA, 95020",VEHF,"8325 ARROYO CI",Gilroy,"2024-08-11 16:46"
E47,,1180F,"W SEVENTH ST/CHURCH ST",Gilroy,"2024-08-24 19:49"
E48,"8300 KERN AVE, GILROY, CA, 95020",MEDICF,"8300 KERN AV",Gilroy,"2024-08-11 18:29"
E48,"459 MADISON CT, GILROY, CA, 95020",MEDICF,"459 MADISON CT",Gilroy,"2024-08-30 23:58"
E49,"1112 APACHE CT, GILROY, CA, 95020",MEDICF,"1112 APACHE CT",Gilroy,"2024-10-18 00:47"
"E49, E2614","6550 CIMINO ST, GILROY, CA, 95020",1033WF,"6550 CIMINO ST",Gilroy,"2024-10-17 11:53"
E49,"861 MONTICELLI DR, GILROY, CA, 95020",MEDICF,"861 MONTICELLI DR",Gilroy,"2024-09-18 14:04"
E48,"8011 CHURCH ST, GILROY, CA, 95020",MEDICF,"8011 CHURCH ST",Gilroy,"2024-08-24 20:53"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2025-11-28 00:46"
E47,"8300 ARROYO CIR, GILROY, CA, 95020",FIRES,"8300 ARROYO CI",Gilroy,"2024-09-06 14:50"
E49,"9365 MONTEREY RD, GILROY, CA, 95020",MEDICF,"9365 MONTEREY RD",Gilroy,"2026-05-08 21:01"
E47,,1180F,"GILMAN RD/CAMINO ARROYO",Gilroy,"2024-08-24 21:21"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2024-11-27 20:56"
